ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
2	253	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
7	3501	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7	4972	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
14	2378	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
25	152	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
25	280	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
31	41	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
41	644	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
44	5414	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
55	516	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
57	141	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
61	3376	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
70	5735	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
74	14	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
74	1948	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
74	99999941	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
76	1492	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
76	6711	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
92	215	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
93	253	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
94	6932	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
101	6948	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
113	6952	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
114	99999923	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
117	139	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
138	6787	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
139	151	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	253	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	978	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	2353	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
