ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
5	889	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
26	6379	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
55	6955	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
55	99999938	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
69	6872	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
91	99999922	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
130	99999917	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
138	7372	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	224	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	863	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	5000	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	5340	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
139	7064	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	99999933	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	99999936	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
139	99999941	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
141	1719	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
146	2478	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
151	26	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
151	152	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	280	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
151	3282	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	6809	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
151	6986	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	99999916	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
151	99999919	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
151	99999936	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
151	99999937	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
152	519	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
152	2174	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
152	99999908	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
152	99999933	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
