ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
7	5345	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
22	2174	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
25	735	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	7205	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
31	6452	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
37	99999918	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
48	7359	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
72	3478	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
76	7064	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
87	7291	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
89	6712	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
114	1764	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
114	99999916	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
114	99999943	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	141	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	188	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
139	815	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
139	2379	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	4532	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	99999902	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
139	99999917	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	99999943	1	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3
141	194	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
141	252	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
141	2174	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
141	99999915	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
146	5506	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
146	6334	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
146	99999943	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
149	152	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
149	592	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
