ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
25	4139	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
25	7372	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
27	139	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
37	230	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
49	2922	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
51	6862	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
51	99999923	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
52	76	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
55	99999933	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
72	521	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
73	49	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
77	99999923	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
82	99999917	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
84	6499	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
88	6958	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
89	6925	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
91	4137	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
114	7191	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
117	99999923	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
136	7086	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
139	387	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	420	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
139	522	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	723	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
139	1762	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	2912	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	4554	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	5499	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	6411	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6710	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
139	6844	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6926	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6952	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6955	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	7194	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	7270	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	99999916	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
139	99999943	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
141	6175	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2
143	99999940	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
144	822	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
146	4787	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
146	6546	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
147	146	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
147	2972	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
147	6010	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
147	7066	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
147	99999932	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	1506	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	2924	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	4106	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
149	4257	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	6538	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	6775	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	6957	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	99999923	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
149	99999924	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
150	7359	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
151	139	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
