ORIG	DEST	N_TOT
1448	1445	1
1452	1452	1
1452	1462	1
1462	1462	1
1464	1468	1
1466	1466	1
1466	1474	1
1468	1466	1
1468	1468	1
1469	1452	1
1469	1464	1
1470	1469	1
1471	1470	1
1471	1471	1
1474	1474	1
1474	1476	1
1476	1476	1
1477	1477	2
1477	1478	1
1478	1478	1
1496	1496	1
1496	1514	1
1504	1504	1
1514	1514	1
1514	1516	1
1590	1590	1
1596	1596	1
1598	1596	1
1598	1598	1
1605	1598	1
1614	1618	1
1618	1618	1
1618	1628	1
1628	1628	1
1638	1638	1
1646	1638	1
1756	1756	1
1792	1800	1
1800	1800	1
1800	1819	1
1819	1819	1
2027	2027	1
2030	2033	1
2033	2033	1
2033	2037	1
2037	2027	1
2037	2037	1
2084	2085	1
2085	2148	1
2088	2092	1
2092	2093	1
2093	2095	1
2095	2096	1
2096	2084	1
2106	2106	1
2120	2139	1
2139	2139	1
2139	2151	1
2148	2155	1
2151	2151	1
2151	5501	1
2154	2156	1
2155	2154	1
2156	2158	1
2158	2133	1
2259	2259	1
2259	2272	1
2259	2571	1
2272	2272	1
2284	2284	1
2292	2412	1
2295	2295	1
2295	2296	1
2296	2296	1
2330	2330	1
2369	2393	1
2385	2385	1
2385	2405	1
2386	2385	1
2386	2386	1
2387	2386	1
2387	2387	1
2388	2387	1
2392	2392	1
2393	2393	1
2393	2408	1
2405	2405	1
2405	2406	1
2406	2406	1
2408	2408	1
2408	2409	1
2409	2410	1
2410	2411	1
2411	2412	1
2412	2295	1
2412	2392	1
2412	2412	1
2571	2571	1
2571	2574	1
2574	2575	1
2575	2575	1
2581	2588	1
2582	2581	1
2582	2582	1
2583	2582	1
2588	2588	1
2614	2614	1
2621	316	1
2662	2918	1
2662	3052	1
2668	2284	1
2668	2824	1
2668	2889	1
2668	2977	1
2668	3143	1
2668	3362	1
2668	3445	1
2668	4653	1
2668	5439	1
2668	5449	1
2668	6610	1
2670	2671	1
2671	2259	1
2671	2671	1
2806	2832	1
2807	2810	1
2810	2810	1
2811	2807	1
2811	2811	1
2824	2824	1
2831	2831	1
2831	2834	1
2832	2831	1
2832	2832	1
2833	2870	1
2834	2833	1
2834	2834	1
2870	2872	1
2872	2872	1
2872	2880	1
2880	2880	1
2880	2881	1
2881	2881	1
2881	2884	1
2884	2884	1
2889	2889	1
2918	2918	1
2918	3051	1
2919	2919	1
2919	2920	1
2920	2920	1
2975	2975	1
2977	2975	1
2977	2977	1
3019	2919	1
3019	3019	1
3039	3039	1
3039	3040	1
3040	3099	1
3044	3044	1
3044	3087	1
3045	3044	1
3045	3045	1
3051	3019	1
3051	3051	1
3052	3052	1
3052	3054	1
3054	3055	1
3055	3055	1
3055	3056	1
3056	3056	1
3084	3045	1
3087	3087	1
3098	3098	1
3098	3102	1
3099	3099	1
3099	3100	1
3100	3098	1
3100	3100	1
3102	3102	1
3126	3126	1
3139	3126	1
3139	3139	1
3143	3143	1
3147	3139	1
3147	3147	1
3148	3147	1
3148	3148	1
3149	3148	1
3151	3149	1
3151	3151	1
3152	3151	1
3262	752	1
3262	3262	1
3263	3262	1
3271	3273	1
3273	3282	1
3275	3271	1
3280	3275	1
3282	3263	1
3284	3039	1
3289	3307	1
3306	3306	1
3307	3308	1
3308	3311	1
3311	3311	1
3311	3312	1
3312	3312	1
3312	3313	1
3313	3314	1
3314	3306	1
3314	3314	1
3362	528	1
3362	2259	1
3362	3362	1
3362	3453	1
3362	3481	1
3362	5410	1
3362	5480	1
3362	7055	1
3377	3440	1
3381	3381	1
3381	3383	1
3382	3382	1
3383	3394	1
3385	3382	1
3385	3385	2
3393	3385	1
3394	3385	1
3410	3410	1
3410	3422	1
3422	3423	1
3423	3423	1
3440	3440	1
3440	3448	1
3445	3445	1
3448	3448	1
3448	3454	1
3449	3449	1
3451	3451	1
3453	3449	1
3454	3451	1
3454	3454	1
3456	3458	1
3458	3458	1
3481	3381	1
3534	3534	1
3536	3536	1
3538	3538	1
3538	3682	1
3539	3543	1
3543	3538	1
3543	3543	1
3546	3546	1
3566	3566	1
3566	3583	1
3579	3579	1
3583	3583	1
3607	3608	1
3608	3608	1
3608	3609	1
3609	3611	1
3611	3611	1
3611	3612	1
3612	3612	1
3612	3613	1
3613	3613	1
3682	3536	1
3682	3682	1
3697	3697	1
3697	4785	1
3698	3697	1
3700	3698	1
3741	3741	1
3741	3747	1
3747	3747	1
3812	3812	1
3813	3812	1
3813	3813	1
3827	3813	1
3827	3827	1
3841	3841	1
3843	3843	1
3845	3841	1
3845	3845	1
3848	3827	1
3853	3853	1
3853	3856	1
3854	3853	1
3856	3856	1
3915	3915	2
3915	6034	1
3917	3918	1
3918	3966	1
3929	3915	1
3931	3936	1
3936	3936	1
3936	3937	1
3937	3937	1
3937	3949	1
3942	3942	1
3942	3995	1
3943	3942	1
3945	3943	1
3948	3948	1
3949	3948	1
3949	3949	1
3954	3929	1
3956	3954	1
3956	3956	1
3966	3966	1
3976	3976	1
3977	3976	1
3995	3956	1
4104	4104	1
4110	4115	1
4114	4110	1
4115	4118	1
4117	4121	1
4118	4104	1
4119	4119	1
4119	4122	1
4121	4119	1
4121	4121	1
4122	4122	1
4137	4167	1
4137	4584	1
4137	7066	1
4167	4114	1
4168	4168	1
4178	3534	1
4178	3546	1
4178	3566	1
4178	3579	1
4178	3741	1
4178	3843	1
4178	3915	1
4178	4412	1
4178	5178	1
4178	5759	1
4178	5842	1
4178	6047	1
4178	6169	1
4178	6226	1
4178	6294	1
4178	7031	1
4178	7080	1
4178	7105	1
4178	7201	1
4178	7359	1
4353	4353	1
4361	4353	1
4392	4392	1
4412	4412	1
4420	4421	1
4421	4421	1
4421	4422	1
4422	4422	1
4422	5805	1
4466	4466	1
4466	4467	1
4467	4467	1
4470	4470	1
4475	4475	1
4475	4506	1
4476	2106	1
4476	4476	1
4477	4470	1
4482	4466	1
4482	4482	1
4485	4485	1
4485	4505	1
4488	4488	1
4493	4488	1
4493	4493	1
4494	4477	1
4494	4494	1
4497	4485	1
4505	4475	1
4505	4505	1
4506	4476	1
4506	4506	1
4518	4550	1
4523	4608	1
4525	4525	1
4525	4539	1
4526	4529	1
4527	4527	2
4529	4527	1
4529	4529	1
4534	4534	1
4534	4536	1
4536	5700	1
4537	3362	1
4537	4527	1
4537	4537	1
4538	4555	1
4539	4537	1
4539	4539	1
4541	4482	1
4541	4541	1
4550	4550	1
4550	4578	1
4551	4518	1
4551	4551	1
4553	4551	1
4554	4541	1
4554	4554	1
4555	4537	1
4555	4555	1
4571	4571	1
4572	4572	1
4577	4602	1
4578	4577	1
4578	4578	1
4582	4597	1
4584	4534	1
4584	4582	1
4597	4595	1
4597	4597	1
4602	4493	1
4604	271	1
4604	1496	1
4604	4494	1
4604	4554	1
4604	6921	1
4604	7028	1
4604	7362	1
4604	7370	1
4604	7379	1
4608	4525	1
4629	7281	1
4629	7302	1
4634	1590	1
4634	1614	1
4634	1756	1
4634	4572	1
4634	5461	1
4634	5606	1
4653	4653	1
4653	4660	1
4654	4657	1
4657	4714	1
4658	4658	1
4658	4663	1
4660	4658	1
4663	4668	1
4664	4664	1
4664	4665	1
4665	4715	1
4667	4664	1
4667	4667	1
4668	4669	1
4669	4670	1
4670	4667	1
4685	4693	1
4686	4685	1
4687	4686	1
4689	4690	1
4690	4707	1
4691	4687	1
4693	4700	1
4694	4695	1
4695	4696	1
4696	4689	1
4700	4694	1
4701	4701	1
4701	4703	1
4703	4703	1
4703	4707	1
4707	4707	1
4707	4708	1
4707	4711	1
4708	4708	1
4708	4709	1
4709	4712	1
4711	2743	1
4711	4711	1
4712	4713	1
4713	4711	1
4713	4713	1
4714	4658	1
4715	4716	1
4716	4717	1
4753	4753	1
4753	4776	1
4756	4756	1
4756	4760	1
4757	4753	1
4759	4761	1
4760	4759	1
4761	4761	1
4761	4925	1
4775	4756	1
4775	4775	1
4776	4775	1
4780	4780	1
4781	4780	1
4781	4781	1
4782	4782	1
4782	4804	1
4783	4798	1
4785	4785	1
4785	4787	1
4787	4787	1
4792	4781	1
4793	4792	1
4798	4782	1
4798	4798	1
4804	4805	1
4805	4793	1
4805	4805	1
4861	3696	1
4961	4989	1
4964	4964	1
4964	4972	1
4972	4972	1
4972	4973	1
4973	4973	1
4982	4982	1
4982	4983	1
4983	4983	1
4983	4984	1
4984	4984	1
4984	4986	1
4986	4986	1
4988	4982	1
4989	4988	1
4989	4989	1
5000	5084	1
5004	4964	1
5081	5081	1
5084	4701	1
5111	5111	1
5119	5121	1
5121	5121	1
5121	5194	1
5150	5150	1
5150	5156	1
5151	5150	1
5152	5151	1
5153	5152	1
5153	5153	1
5154	5154	2
5154	5184	2
5156	5155	1
5156	5156	1
5170	5179	1
5177	5170	1
5177	5177	1
5178	5177	1
5178	5178	2
5179	5179	1
5179	5199	1
5183	5178	1
5184	5153	1
5184	5184	1
5184	5204	1
5194	5111	1
5194	5194	1
5199	5154	1
5199	5199	1
5204	3739	1
5204	5204	1
5260	5259	1
5261	5260	1
5261	5261	1
5262	5261	1
5262	5262	1
5263	5263	1
5263	5267	1
5267	5268	1
5268	5262	1
5269	5263	1
5280	5291	1
5290	5294	1
5291	5290	1
5293	5293	1
5293	6502	1
5294	5293	1
5294	5294	1
5295	5269	1
5298	5361	1
5320	5320	1
5321	5320	1
5324	5324	1
5324	5332	1
5325	5327	1
5327	5327	1
5330	5343	1
5332	5332	1
5332	5350	1
5341	5341	1
5343	5343	1
5348	5324	1
5349	5366	1
5350	5341	1
5350	5350	1
5358	5358	1
5360	5360	1
5360	5362	1
5361	5360	1
5361	5361	1
5362	5362	1
5362	5409	1
5366	5366	1
5367	5367	1
5367	5372	1
5373	5373	1
5379	5381	1
5381	5381	1
5381	5533	1
5395	5405	1
5401	5401	1
5401	5403	1
5403	5403	1
5403	5741	1
5405	5401	1
5408	5367	1
5408	5408	1
5409	5408	1
5409	5409	1
5410	5410	1
5439	5439	1
5445	5445	2
5449	5449	1
5449	5488	1
5461	5461	1
5480	5445	1
5480	5480	1
5486	5486	1
5488	5486	1
5488	5488	1
5490	5449	1
5494	6198	1
5501	4168	1
5501	4571	1
5501	5081	1
5501	5154	1
5501	5445	1
5501	5663	1
5501	5784	1
5501	5861	1
5501	6000	1
5501	6066	1
5501	6415	1
5501	6457	1
5501	7044	1
5514	3410	1
5514	3700	1
5514	5154	1
5524	5526	1
5526	5373	1
5532	5524	1
5533	5532	1
5540	5568	1
5568	5574	1
5572	5572	1
5572	5644	1
5574	5572	1
5606	5606	1
5628	5628	1
5628	5629	1
5629	5629	1
5632	5628	1
5632	5632	1
5633	5632	1
5638	5638	1
5639	5640	1
5640	5638	1
5642	5639	1
5642	5642	1
5643	5642	1
5643	5643	1
5644	5644	1
5646	5643	1
5646	5646	1
5647	5646	1
5663	5663	1
5683	5733	1
5697	5714	1
5698	4538	1
5698	5698	2
5698	5705	1
5699	5698	1
5699	5699	1
5699	5702	1
5700	5698	1
5702	5701	1
5702	5702	1
5702	5703	1
5703	5703	1
5703	5709	1
5704	5707	1
5705	5705	1
5705	5708	1
5707	5707	1
5707	5714	1
5708	5708	1
5709	5702	1
5709	5709	2
5709	5720	1
5710	5709	1
5710	5710	1
5712	5697	1
5714	5714	2
5714	5716	1
5716	5716	1
5716	5720	1
5720	5710	1
5720	5720	2
5723	5699	1
5733	5734	1
5734	5734	1
5734	5741	1
5741	5349	1
5741	5741	1
5741	5742	1
5742	5742	1
5742	5748	1
5748	5748	1
5753	5753	1
5755	5762	1
5759	5759	1
5762	5762	1
5762	5812	1
5764	5764	1
5771	5764	1
5771	5771	1
5772	5771	1
5772	5772	1
5776	5772	1
5776	5776	1
5777	5776	1
5784	5753	1
5784	5784	1
5800	5807	1
5805	4392	1
5807	5807	1
5807	6193	1
5809	5777	1
5809	5809	1
5811	5809	1
5812	5812	1
5837	5837	1
5842	5837	1
5842	5842	1
5861	5861	1
5925	5925	1
5932	5925	1
5940	5940	1
5942	5940	1
5942	5942	1
5943	5942	1
5955	5956	1
5956	5956	1
5986	5986	1
6000	6000	1
6000	6051	1
6019	6021	1
6021	6021	1
6021	6028	1
6026	6026	1
6028	6026	1
6028	6028	1
6034	3917	1
6038	5986	1
6047	6047	1
6051	6051	1
6055	6055	1
6066	6066	1
6085	6087	1
6087	6087	1
6087	6091	1
6091	6038	1
6091	6091	1
6101	6055	1
6169	6169	1
6173	5501	1
6180	6182	1
6182	6182	1
6187	6191	1
6188	6189	1
6189	6187	1
6189	6189	1
6191	6191	1
6193	5358	1
6193	6193	1
6198	6198	1
6198	6200	1
6200	6200	1
6204	6206	1
6206	6206	1
6206	6209	1
6206	6240	1
6209	6209	1
6226	6226	1
6233	6233	2
6238	6258	1
6240	6240	1
6240	6273	1
6244	6244	1
6244	6245	1
6245	6245	1
6258	6258	1
6258	6259	1
6259	6269	1
6269	6233	1
6269	6244	1
6269	6269	2
6273	6269	1
6273	6273	1
6294	6294	1
6294	6338	1
6304	6233	1
6338	6338	1
6415	3845	1
6426	6426	1
6456	6426	1
6456	6456	1
6457	6456	1
6457	6457	1
6491	6491	1
6501	6491	1
6502	6501	1
6502	6502	1
6514	6514	1
6515	6514	1
6515	6515	1
6516	6515	1
6589	6609	1
6600	6641	1
6601	6600	1
6601	6601	1
6602	6610	1
6605	6606	1
6606	6607	1
6607	6602	1
6609	6601	1
6610	6481	1
6610	6610	1
6641	6605	1
6705	6705	1
6706	6706	1
6707	6706	1
6707	6707	1
6708	6712	1
6712	6712	1
6712	6713	1
6713	6713	1
6714	6714	1
6716	6716	1
6716	6718	1
6717	6716	1
6718	6714	1
6718	6718	1
6727	6731	1
6731	6731	1
6735	6705	1
6737	6743	1
6743	6743	1
6744	6744	1
6744	6760	1
6760	6760	1
6760	6763	1
6760	6772	1
6761	6744	1
6763	6763	1
6764	6767	1
6765	6765	1
6766	6823	1
6767	1218	1
6767	6765	1
6767	6928	1
6772	6772	1
6773	6773	1
6797	6797	1
6815	7253	1
6819	6819	1
6823	6823	1
6823	6824	1
6824	6824	1
6825	6825	1
6828	6828	1
6832	6825	1
6832	6832	1
6863	5514	1
6877	6877	1
6878	6877	1
6894	6895	1
6895	6895	1
6920	6920	1
6921	6920	1
6928	6928	1
6931	6934	1
6933	6935	1
6934	6934	1
6935	6935	1
6936	6937	1
6937	6937	2
6942	6937	1
6955	6956	1
6955	7006	1
6955	7010	1
6955	7024	1
6955	7026	1
6955	7295	1
6956	6956	1
6962	6955	1
7006	7006	1
7009	7009	1
7010	7009	1
7010	7010	1
7014	7017	1
7016	7019	1
7016	7022	1
7017	7018	1
7018	7016	1
7019	7019	1
7022	7022	1
7024	7016	1
7024	7024	1
7025	7014	1
7026	7026	1
7028	7028	1
7031	7031	1
7036	7036	1
7036	7326	1
7037	7036	1
7037	7037	1
7037	7038	1
7038	7038	1
7044	7044	1
7045	7046	1
7046	7046	1
7055	7055	2
7056	7055	1
7056	7056	1
7066	7056	1
7066	7066	1
7080	7080	1
7105	7105	1
7112	7112	1
7117	7112	1
7117	7117	1
7156	7117	1
7175	7179	1
7179	7179	1
7188	7189	1
7189	7189	1
7189	7190	1
7190	7190	1
7201	7201	1
7220	7221	1
7221	7221	1
7230	7230	1
7230	7233	1
7231	7230	1
7233	4861	1
7233	7233	1
7239	7239	1
7241	6707	1
7241	7239	1
7241	7241	1
7241	7254	1
7247	7247	1
7247	7249	1
7248	7247	1
7249	7249	1
7249	99999923	1
7251	7251	2
7253	6773	1
7253	6797	1
7253	7241	1
7253	7251	1
7253	7254	1
7254	7254	2
7255	7251	1
7256	6819	1
7256	6828	1
7271	7271	1
7275	7275	1
7281	7281	1
7295	7295	1
7302	7302	1
7318	99999917	1
7326	7326	1
7327	7327	1
7327	7328	1
7328	7328	2
7330	7330	1
7331	7332	1
7332	7330	1
7332	7332	1
7335	7327	1
7335	7335	1
7341	7037	1
7341	7341	1
7346	7341	1
7349	7369	1
7352	7352	1
7353	7353	1
7359	7359	2
7362	7362	1
7365	7365	1
7366	7359	1
7366	7395	1
7367	7367	1
7369	7369	1
7370	7367	1
7377	7377	2
7378	7377	1
7378	7391	1
7379	7379	1
7380	7380	1
7380	7387	1
7381	7399	1
7387	7387	1
7391	7391	1
7391	7397	1
7395	7395	2
7397	7380	1
7397	7397	1
7399	7352	1
7399	7353	1
7399	7365	1
7399	7377	1
7399	7395	1
99999917	7275	2
99999917	7328	1
99999917	7335	1
99999923	7271	1
99999923	7274	1
99999923	7320	1
