ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
14	157	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
14	224	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
14	6711	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
14	7400	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
25	74	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
25	99999938	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
25	99999942	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	2
27	988	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
35	6513	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
43	6711	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
43	99999941	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
49	188	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
49	1666	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
49	1746	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
49	6377	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
49	6809	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
52	99999923	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
54	6563	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
72	7379	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
73	6710	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2
75	3305	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
76	141	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
76	484	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
76	521	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
76	99999942	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
83	1008	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
87	7247	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
89	580	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
92	5340	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
92	99999941	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
114	514	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
114	99999923	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2
115	99999933	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
132	6861	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
132	6862	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
135	99999942	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
136	4243	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
137	6889	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
138	3211	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
139	139	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	277	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	498	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	521	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
139	783	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
