ORIG	DEST	N_TOT
3819	3819	1
3819	3832	1
3820	3819	1
3820	3820	1
3830	3830	1
3831	3830	1
3831	3831	1
3832	3831	1
3975	3975	1
3978	3975	1
3978	3978	1
3993	3978	1
4002	3967	1
4003	4002	1
4003	4003	1
4100	6101	1
4178	6053	1
4178	6190	1
4201	6104	1
4347	4347	1
4349	4352	1
4352	4347	1
4352	4352	1
4417	4417	1
4463	4482	1
4467	4467	1
4467	4483	1
4468	4473	1
4470	4470	1
4471	4470	1
4471	4471	1
4472	4471	1
4473	4472	1
4482	4494	1
4483	4463	1
4494	4497	1
4497	4468	1
4498	4511	1
4511	4467	1
4511	4511	1
4516	4516	1
4519	2251	1
4521	4544	1
4528	4528	1
4528	4549	1
4532	4528	1
4542	4516	1
4542	4542	1
4544	4544	1
4545	4542	1
4545	4545	1
4546	4545	1
4546	4546	1
4549	4546	1
4552	4519	1
4569	4552	1
4604	5050	1
4604	6240	1
4629	5960	1
4634	4629	1
4660	4660	1
4660	5085	1
4664	4660	1
4664	4664	1
4665	4664	1
4666	4716	1
4715	4665	1
4716	4715	1
4716	4716	1
4763	4765	1
4764	4763	1
4765	4765	1
4765	4766	1
4766	4766	1
4766	4767	1
4767	4767	1
4767	4774	1
4769	4769	1
4774	4769	1
4774	4774	1
4776	4178	1
4806	6539	1
4976	4989	1
4982	4983	1
4983	4984	1
4984	4986	1
4985	4985	1
4985	4996	1
4986	4985	1
4989	4990	1
4990	4982	1
4996	4996	1
4996	4997	1
4997	4997	1
4997	4998	1
4998	4998	1
5050	5050	1
5050	5051	1
5051	5052	1
5052	5052	1
5055	5056	1
5056	5056	1
5056	5058	1
5057	5055	1
5058	5058	1
5058	5059	1
5059	5059	1
5059	5062	1
5060	5060	1
5062	5062	1
5062	5063	1
5063	5060	1
5063	5063	1
5085	3362	1
5085	5085	1
5113	5117	1
5116	5116	1
5117	5116	1
5117	5117	1
5138	5138	1
5138	5155	1
5139	5138	1
5139	5139	1
5140	5139	1
5140	5140	1
5145	5147	1
5147	5140	1
5147	5147	1
5155	5185	1
5185	5185	1
5253	5672	1
5254	5295	1
5263	5254	1
5266	6507	1
5270	5263	1
5273	5266	1
5278	5273	1
5295	4713	1
5394	5394	1
5394	5396	1
5396	5396	1
5396	5401	1
5397	5394	1
5400	5400	2
5400	5402	1
5401	5400	1
5401	5401	1
5401	5402	1
5402	5402	2
5402	5403	2
5403	5403	1
5403	5404	1
5404	5400	1
5404	5404	1
5512	5596	1
5521	5528	1
5527	5527	1
5528	5527	1
5528	5528	1
5548	5548	1
5548	5592	1
5551	5552	1
5552	5552	1
5592	5594	1
5594	5551	1
5594	5594	1
5596	5548	1
5606	4137	1
5656	5656	1
5663	5656	1
5663	5663	1
5672	5672	1
5686	5686	1
5686	5689	1
5687	5686	1
5689	5721	1
5721	5721	1
5751	5751	1
5751	5754	1
5752	5751	1
5752	5752	1
5754	5754	1
5760	5760	1
5760	5763	1
5761	5761	1
5761	5770	1
5762	5752	1
5762	5762	1
5763	5762	1
5770	5760	1
5770	5770	1
5780	4178	1
5781	5839	1
5784	5784	1
5808	5761	1
5828	5514	1
5839	5839	1
5840	5840	1
5840	5841	1
5841	5781	1
5841	5841	1
5854	5862	1
5862	5840	1
5862	5862	1
5960	5960	1
5960	5967	1
5967	5967	1
6014	6014	1
6015	6015	1
6015	6018	1
6016	6015	1
6016	6016	1
6017	6016	1
6018	6014	1
6018	6018	1
6023	6029	1
6029	6029	1
6029	7080	1
6043	6044	1
6044	6044	1
6044	6045	1
6045	6045	1
6045	6046	1
6046	6046	1
6046	6069	1
6053	4417	1
6053	6053	1
6068	6068	1
6069	6068	1
6069	6069	1
6088	6088	1
6088	7029	1
6090	6104	1
6094	6088	1
6094	6094	2
6101	6094	1
6101	6101	1
6104	3362	1
6104	6094	1
6104	6104	1
6126	5501	1
6128	6190	1
6169	6172	1
6172	6172	1
6188	6188	1
6188	6189	1
6189	6189	1
6190	6188	1
6190	6190	2
6201	5501	1
6210	6210	1
6240	6210	1
6478	3362	1
6478	6478	1
6499	6538	1
6507	5270	1
6538	6538	1
6539	5501	1
6539	6539	1
6708	6750	1
6738	6742	1
6739	6738	1
6739	6739	2
6739	6743	1
6740	6739	1
6742	6742	1
6742	6744	1
6743	6743	1
6743	6746	1
6746	6746	1
6746	6747	1
6747	6747	1
6750	6739	1
6750	6750	1
6750	6809	1
6756	6759	1
6759	6759	1
6759	6768	1
6763	6763	1
6768	6768	1
6769	6773	1
6770	6763	1
6772	6772	1
6772	6780	1
6773	6772	1
6773	6773	1
6780	6780	1
6809	6809	1
6819	6819	1
6825	99999923	1
6851	6852	1
6852	6852	1
6871	6851	1
6881	6881	1
6881	6897	1
6897	6897	1
6899	6900	1
6900	6881	1
6920	6961	1
6923	6939	1
6939	6939	1
6948	6948	1
6955	6948	1
6961	6961	1
6966	4629	1
6966	6966	1
7029	7029	1
7034	7036	1
7036	7036	1
7038	7038	1
7051	7379	1
7055	7399	1
7080	4003	1
7080	7080	1
7089	7089	1
7183	7183	1
7197	7202	1
7201	7183	1
7201	7201	1
7202	7201	1
7207	7208	1
7208	7197	1
7208	7208	1
7224	7224	1
7224	7229	1
7225	7226	1
7226	7224	1
7226	7226	1
7229	7229	1
7229	7232	1
7232	7233	1
7233	7233	1
7246	7253	1
7248	99999923	1
7290	6966	1
7312	7321	1
7315	99999917	1
7317	7318	1
7318	7318	1
7321	7321	1
7345	7349	1
7349	7038	1
7349	7349	1
7350	4137	1
7359	7359	1
7360	7359	1
7366	7366	2
7366	7367	1
7366	7375	1
7367	7367	1
7375	7375	1
7379	7379	1
7379	7380	1
7380	7380	1
7397	7398	1
7398	3841	1
7398	7398	1
7399	7089	1
99999923	6819	1
