ORIG	DEST	N_LS0	N_LS1	N_LS2	N_LS3	N_LS4	N_LS5	N_LS6	N_LS7	N_VEH0	N_VEH1	N_VEH2	N_VEH3	N_VEH4	N_VEH5	N_VEH6	N_VEH7	N_VEH8	N_VEH9	N_TOT
7	6862	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
25	2651	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
25	99999912	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
25	99999939	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
31	99999912	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
37	693	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
43	224	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
44	99999942	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
49	253	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
49	99999941	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
53	6379	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
54	4405	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
74	49	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
82	6862	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
83	99999942	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
87	253	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
88	590	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
92	6517	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
94	6787	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
100	151	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
100	99999933	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
114	2357	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
114	6824	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
114	6948	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
117	978	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
118	3817	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	151	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	188	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	229	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	230	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	456	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	505	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	506	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	583	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
139	667	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	804	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	872	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
139	2077	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	2521	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	4064	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	5394	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	6327	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	6723	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
139	6936	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
139	6948	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
139	7035	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
